"Caption","Description","InstallDate","Name","Status","BuildNumber","CodeSet","IdentificationCode","LanguageEdition","Manufacturer","OtherTargetOS","SerialNumber","SoftwareElementID","SoftwareElementState","TargetOperatingSystem","Version","PrimaryBIOS","BiosCharacteristics","BIOSVersion","CurrentLanguage","EmbeddedControllerMajorVersion","EmbeddedControllerMinorVersion","InstallableLanguages","ListOfLanguages","ReleaseDate","SMBIOSBIOSVersion","SMBIOSMajorVersion","SMBIOSMinorVersion","SMBIOSPresent","SystemBiosMajorVersion","SystemBiosMinorVersion","PSComputerName"
"2.7.0","2.7.0",,"2.7.0","OK",,,,,"Dell Inc.",,"HR5NQ53","2.7.0","3","0","DELL   - 1072009","True","System.UInt16[]","System.String[]","en|US|iso8859-1","255","255","2","System.String[]","18/10/2020 21:00:00","2.7.0","3","1","True","2","7",
