"PSShowComputerName","Caption","Description","InstallDate","Name","Status","CreationClassName","CSCreationClassName","CSName","CurrentTimeZone","Distributed","FreePhysicalMemory","FreeSpaceInPagingFiles","FreeVirtualMemory","LastBootUpTime","LocalDateTime","MaxNumberOfProcesses","MaxProcessMemorySize","NumberOfLicensedUsers","NumberOfProcesses","NumberOfUsers","OSType","OtherTypeDescription","SizeStoredInPagingFiles","TotalSwapSpaceSize","TotalVirtualMemorySize","TotalVisibleMemorySize","Version","BootDevice","BuildNumber","BuildType","CodeSet","CountryCode","CSDVersion","DataExecutionPrevention_32BitApplications","DataExecutionPrevention_Available","DataExecutionPrevention_Drivers","DataExecutionPrevention_SupportPolicy","Debug","EncryptionLevel","ForegroundApplicationBoost","LargeSystemCache","Locale","Manufacturer","MUILanguages","OperatingSystemSKU","Organization","OSArchitecture","OSLanguage","OSProductSuite","PAEEnabled","PlusProductID","PlusVersionNumber","PortableOperatingSystem","Primary","ProductType","RegisteredUser","SerialNumber","ServicePackMajorVersion","ServicePackMinorVersion","SuiteMask","SystemDevice","SystemDirectory","SystemDrive","WindowsDirectory","PSComputerName"
"True","Microsoft Windows 10 Enterprise","","12/05/2022 09:31:51","Microsoft Windows 10 Enterprise|C:\WINDOWS|\Device\Harddisk1\Partition3","OK","Win32_OperatingSystem","Win32_ComputerSystem","MENONW10W","-180","False","33735752","8078100","18465948","27/06/2023 07:52:10","19/07/2023 17:13:20","4294967295","137438953344","0","397","8","18",,"9961472",,"76895884","66934412","10.0.19044","\Device\HarddiskVolume2","19044","Multiprocessor Free","1252","55",,"True","True","True","2","False","256","2",,"0416","Microsoft Corporation","System.String[]","4","Itaipu Binacional","64 bits","1046","256",,,,"False","True","1","Itaipu Binacional","00328-90000-00000-AAOEM","0","0","272","\Device\HarddiskVolume4","C:\WINDOWS\system32","C:","C:\WINDOWS","localhost"
