"Name","DisplayName","State","StartMode","PathName"
"vmicshutdown","Servi?o de Desligamento de Convidado do Hyper-V","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"vmicheartbeat","Servi?o de Pulsa??o do Hyper-V","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k ICService -p"
"vmicguestinterface","Interface de Servi?o de Convidado do Hyper-V","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"vmicrdv","Servi?o de Virtualiza??o de ?rea de Trabalho Remota do Hyper-V","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k ICService -p"
"vmickvpexchange","Servi?o de Troca de Dados do Hyper-V","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"WarpJITSvc","WarpJITSvc","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted"
"wlpasvc","Servi?o Assistente de Perfil Local","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"WaaSMedicSvc","Servi?o Medic do Windows Update","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k wusvcs -p"
"WalletService","WalletService","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k appmodel -p"
"wbengine","Servi?o de Mecanismo de Backup em N?vel de Bloco","Stopped","Manual","""C:\WINDOWS\system32\wbengine.exe"""
"tzautoupdate","Atualizador de Fuso Hor?rio Autom?tico","Stopped","Disabled","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"wlidsvc","Assistente de Conex?o de Conta da Microsoft","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"BluetoothUserService_371894","Servi?o de Suporte a Usu?rios de Bluetooth_371894","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p"
"UevAgentService","Servi?o de User Experience Virtualization","Stopped","Disabled","C:\WINDOWS\system32\AgentService.exe"
"XboxGipSvc","Xbox Accessory Management Service","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"XboxNetApiSvc","Servi?o de Rede Xbox Live","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"VSStandardCollectorService150","Visual Studio Standard Collector Service 150","Stopped","Manual","""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe"""
"XblGameSave","Salvar Jogos no Xbox Live","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"upnphost","Host de dispositivo UPnP","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"WManSvc","Servi?o de gerenciamento do Windows","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"BcastDVRUserService_371894","Servi?o de Usu?rio do GameDVR e Transmiss?o_371894","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k BcastDVRUserService"
"AarSvc_371894","Agent Activation Runtime_371894","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p"
"wmiApSrv","Adaptador de Desempenho WMI","Stopped","Manual","C:\WINDOWS\system32\wbem\WmiApSrv.exe"
"fdPHost","Host de Provedor da Descoberta de Fun??o","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"Fax","Fax","Stopped","Manual","C:\WINDOWS\system32\fxssvc.exe"
"EntAppSvc","Servi?o de Gerenciamento de Aplicativos Empresariais","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k appmodel -p"
"FDResPub","Publica??o de Recursos de Descoberta de Fun??o","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"GoogleChromeElevationService","Google Chrome Elevation Service (GoogleChromeElevationService)","Stopped","Manual","""C:\Program Files (x86)\Google\Chrome\Application\114.0.5735.199\elevation_service.exe"""
"FrameServer","Servidor de Quadros de C?mera do Windows","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k Camera"
"fhsvc","Servi?o de Hist?rico de Arquivos","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"DoSvc","Otimiza??o de Entrega","Stopped","Auto","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"dmwappushservice","Servi?o de Roteamento de mensagens de envio por Push WAP do Gerenciamento de Dispositivos","Stopped","Auto","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"DmEnrollmentSvc","Servi?o de Registro de Gerenciamento de Dispositivos","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"DsmSvc","Gerenciador de Instala??o de Dispositivo","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"embeddedmode","Modo Incorporado","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"edgeupdatem","Microsoft Edge Update Service (edgeupdatem)","Stopped","Manual","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /medsvc"
"edgeupdate","Microsoft Edge Update Service (edgeupdate)","Stopped","Auto","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc"
"KtmRm","KtmRm para Coordenador de Transa??es Distribu?das","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p"
"IpxlatCfgSvc","Servi?o de Configura??o de Convers?o de IP","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"Intel(R) TPM Provisioning Service","Intel(R) TPM Provisioning Service","Stopped","Auto","C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_75ffca5eec865b4b\lib\TPMProvisioningService.exe"
"lltdsvc","Mapeador da Descoberta de Topologia da Camada de Link","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalService -p"
"LxssManager","LxssManager","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"LxpSvc","Servi?o de Experi?ncia em Idiomas","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs"
"LNSUSvc","Servi?o de atualiza??o inteligente do IBM Notes       ","Stopped","Disabled","C:\Notes9\SUService.exe"
"gupdatem","Servi?o do Google Update (gupdatem)","Stopped","Manual","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc"
"gupdate","Servi?o do Google Update (gupdate)","Stopped","Auto","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc"
"GraphicsPerfSvc","GraphicsPerfSvc","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k GraphicsPerfSvcGroup"
"HgClientService","Servi?o de Cliente do Guardi?o de Host","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"Intel(R) Capability Licensing Service TCP IP Interface","Intel(R) Capability Licensing Service TCP IP Interface","Stopped","Manual","C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_75ffca5eec865b4b\lib\SocketHeciServer.exe"
"icssvc","Servi?o de Hotspot M?vel do Windows","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"IBM Notes Diagnostics","Diagn?stico do IBM Notes","Stopped","Disabled","C:\Notes9\nsd.exe -svcinvoke -ini ""C:\ProgramData\IBM\Notes\Data\notes.ini"""
"autotimesvc","Hora da Rede Celular","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k autoTimeSvc"
"AssignedAccessManagerSvc","Servi?o AssignedAccessManager","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k AssignedAccessManagerSvc"
"aspnet_state","ASP.NET State Service","Stopped","Manual","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\aspnet_state.exe"
"AxInstSV","Instalador do ActiveX (AxInstSV)","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k AxInstSVGroup"
"bthserv","Servi?o de Suporte a Bluetooth","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"BTAGService","Servi?o de Gateway Bluetooth de ?udio","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted"
"BDESVC","Servi?o de Criptografia de Unidade de Disco BitLocker","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"AppIDSvc","Identidade do Aplicativo","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"ALG","Servi?o Gateway de Camada de Aplicativo","Stopped","Manual","C:\WINDOWS\System32\alg.exe"
"AJRouter","Servi?o de Roteador AllJoyn","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"AppMgmt","Gerenciamento de aplicativo","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"AppXSvc","Servi?o de Implanta??o AppX (AppXSVC)","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k wsappx -p"
"AppVClient","Microsoft App-V Client","Stopped","Disabled","C:\WINDOWS\system32\AppVClient.exe"
"AppReadiness","Prepara??o de Aplicativos","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k AppReadiness -p"
"DevQueryBroker","Agente de Descoberta em Segundo Plano de DevQuery","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"DeveloperToolsService","Developer Tools Service","Stopped","Manual","C:\WINDOWS\System32\DeveloperToolsSvc.exe"
"defragsvc","Otimizador de unidade","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k defragsvc"
"diagnosticshub.standardcollector.service","Servi?o Coletor de Padr?es de Hub de Diagn?stico da Microsoft (R)","Stopped","Manual","C:\WINDOWS\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe"
"DisplayEnhancementService","Servi?o de Aprimoramento de Exibi??o","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"DialogBlockingService","DialogBlockingService","Stopped","Disabled","C:\WINDOWS\system32\svchost.exe -k DialogBlockingService"
"diagsvc","Diagnostic Execution Service","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k diagnostics"
"ClipSVC","Servi?o de Licen?as de Cliente (ClipSVC)","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k wsappx -p"
"bufservX64","PI-Buffer Server x64","Stopped","Disabled","""C:\Program Files\PIPC\bin\bufserv.exe"""
"bufserv","PI-Buffer Server","Stopped","Disabled","""C:\Program Files (x86)\PIPC\bin\bufserv.exe"""
"cloudidsvc","Servi?o de identidade Microsoft Cloud","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k CloudIdServiceGroup -p"
"debugregsvc","debugregsvc","Stopped","Auto","C:\WINDOWS\System32\svchost.exe -k DevToolsGroup"
"dcsvc","dcsvc","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"CscService","Arquivos Offline","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"SDRSVC","Backup do Windows","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k SDRSVC"
"SCPolicySvc","Pol?tica de Remo??o de Cart?o Inteligente","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs"
"ScDeviceEnum","Servi?o de Enumera??o de Dispositivo de Cart?o Inteligente","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted"
"SEMgrSvc","Gerenciador de NFC/SE e Pagamentos","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"SensorService","Servi?o de Sensor","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"SensorDataService","Servi?o de Dados de Sensor","Stopped","Manual","C:\WINDOWS\System32\SensorDataService.exe"
"Sense","Servi?o Prote??o Avan?ada contra Amea?as do Windows Defender","Stopped","Manual","""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe"""
"RasAuto","Gerenciador de conex?o de acesso remoto autom?tico","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"QWAVE","Quality Windows Audio Video Experience","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"PushToInstall","Servi?o Windows PushToInstall","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"RemoteAccess","Roteamento e Acesso Remoto","Stopped","Disabled","C:\WINDOWS\System32\svchost.exe -k netsvcs"
"SCardSvr","Cart?o inteligente","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation"
"RpcLocator","Alocador Remote Procedure Call (RPC)","Stopped","Manual","C:\WINDOWS\system32\locator.exe"
"RetailDemo","Servi?o de Demonstra??o de Revenda","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k rdxgroup"
"ssh-agent","OpenSSH Authentication Agent","Stopped","Disabled","C:\WINDOWS\System32\OpenSSH\ssh-agent.exe"
"SSBExternalActivator","Service Broker External Activator","Stopped","Manual","""C:\Program Files (x86)\Service Broker\External Activator\Bin\ssbeas.exe"" /service:SSBExternalActivator"
"spectrum","Servi?o de Percep??o do Windows","Stopped","Manual","C:\WINDOWS\system32\spectrum.exe"
"sshd","OpenSSH SSH Server","Stopped","Manual","C:\WINDOWS\System32\OpenSSH\sshd.exe"
"swprv","Provedor de C?pia de Sombra de Software da Microsoft","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k swprv"
"svsvc","Verificador de Ponto","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"SshdBroker","SshdBroker","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k SshBrokerGroup"
"shpamsvc","Shared PC Account Manager","Stopped","Disabled","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"SharedRealitySvc","Servi?o de Dados Espaciais","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"SensrSvc","Servi?o de Monitoramento de Sensor","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"smphost","SMP de Espa?os de Armazenamento da Microsoft","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k smphost"
"SNMPTRAP","Intercepta??o SNMP","Stopped","Manual","C:\WINDOWS\System32\snmptrap.exe"
"smstsmgr","Agente de Sequ?ncia de Tarefas do ConfigMgr","Stopped","Manual","C:\windows\CCM\TSManager.exe /service"
"SmsRouter","Servi?o de Roteador SMS do Microsoft Windows","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"NaturalAuthentication","Autentica??o Natural","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"MsKeyboardFilter","Filtro de Teclado da Microsoft","Stopped","Disabled","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"msiserver","Windows Installer","Stopped","Manual","C:\WINDOWS\system32\msiexec.exe /V"
"NcaSvc","Assistente de Conectividade de Rede","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p"
"NetTcpPortSharing","Servi?o de Compartilhamento de Porta Net.Tcp","Stopped","Disabled","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe"
"NetSetupSvc","Servi?o de Configura??o de Rede","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"NcdAutoSetup","Instala??o Autom?tica de Dispositivos Conectados ? Rede","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p"
"MicrosoftEdgeElevationService","Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)","Stopped","Manual","""C:\Program Files (x86)\Microsoft\Edge\Application\114.0.1823.82\elevation_service.exe"""
"McpManagementService","McpManagementService","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k McpManagementServiceGroup"
"MapsBroker","Gerenciador de Mapas Baixados","Stopped","Auto","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"MicrosoftSearchInBing","Microsoft Search in Bing","Stopped","Auto","""C:\Program Files (x86)\Microsoft\Microsoft Search in Bing\MicrosoftSearchInBing.exe"""
"MSiSCSI","Servi?o Iniciador Microsoft iSCSI","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"MozillaMaintenance","Mozilla Maintenance Service","Stopped","Manual","""C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe"""
"MixedRealityOpenXRSvc","Windows Mixed Reality OpenXR Service","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"pibufss","PI Buffer Subsystem","Stopped","Manual","""C:\Program Files\PIPC\bin\pibufss.exe"""
"PerfHost","Host de DLL de Contador de Desempenho","Stopped","Manual","C:\WINDOWS\SysWow64\perfhost.exe"
"perceptionsimulation","Servi?o de Simula??o de Percep??o do Windows","Stopped","Manual","C:\WINDOWS\system32\PerceptionSimulation\PerceptionSimulationService.exe"
"pla","Logs e alertas de desempenho","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p"
"PrintNotify","Extens?es e Notifica??es da Impressora","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k print"
"PNRPsvc","Protocolo PNRP","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet"
"PNRPAutoReg","Servi?o de Publica??o de Nome de Computador do PNRP","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet"
"OfficeSvcManagerAddons","OfficeSvcManagerAddons","Stopped","Manual","C:\windows\system32\dllhost.exe /Processid:{2CA2E202-932F-4BA2-8771-195BB86398F5}"
"NgcSvc","Microsoft Passport","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"NgcCtnrSvc","Cont?iner do Microsoft Passport","Stopped","Manual","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"ose","Office  Source Engine","Stopped","Manual","""C:\Program Files (x86)\Common Files\Microsoft Shared\Source Engine\OSE.EXE"""
"PeerDistSvc","BranchCache","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k PeerDist"
"p2psvc","Agrupamento de Rede de Par","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet"
"p2pimsvc","Gerenciador de Identidades de Rede de Par","Stopped","Manual","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet"
