"Manufacturer","Name","Version","Status","BIOSVersion","Description","EmbeddedControllerMajorVersion","EmbeddedControllerMinorVersion","InstallDate","PrimaryBIOS","ReleaseDate","SerialNumber","SMBIOSBIOSVersion","SMBIOSMajorVersion","SMBIOSMinorVersion","SMBIOSPresent","SystemBIOSMajorVersion","SystemBIOSMinorVersion"
"Dell Inc.","2.7.0","DELL   - 1072009","OK","System.String[]","2.7.0","255","255",,"True","18/10/2020 21:00:00","HR5NQ53","2.7.0","3","1","True","2","7"
